[00:00:00.073] (70000f031000) INFO   position: 225257625346224411156336534367135144167, score: 1
[00:00:00.089] (70000f031000) INFO   position: 5267767516432147241133175245454537, score: -3
[00:00:00.089] (70000f031000) INFO   position: 526776751643214724113317524545453, score: -3
[00:00:00.089] (70000f031000) INFO   position: 52677675164321472411331752454545, score: 3
[00:00:00.089] (70000f031000) INFO   position: 52677675164321472411331752454542353, score: -3
[00:00:00.089] (70000f031000) INFO   position: 5267767516432147241133175245454235, score: 3
[00:00:00.089] (70000f031000) INFO   position: 526776751643214724113317524545423, score: -3
[00:00:00.089] (70000f031000) INFO   position: 52677675164321472411331752454542, score: 3
[00:00:00.089] (70000f031000) INFO   position: 52677675164321472411331752454546632, score: -3
[00:00:00.089] (70000f031000) INFO   position: 5267767516432147241133175245454663, score: 3
[00:00:00.090] (70000f031000) INFO   position: 52677675164321472411331752454546653, score: -3
[00:00:00.090] (70000f031000) INFO   position: 5267767516432147241133175245454665, score: 3
[00:00:00.090] (70000f031000) INFO   position: 52677675164321472411331752454546623, score: -3
[00:00:00.090] (70000f031000) INFO   position: 5267767516432147241133175245454662, score: 3
[00:00:00.090] (70000f031000) INFO   position: 52677675164321472411331752454546663, score: -3
[00:00:00.090] (70000f031000) INFO   position: 5267767516432147241133175245454666, score: 3
[00:00:00.090] (70000f031000) INFO   position: 52677675164321472411331752454546613, score: -3
[00:00:00.090] (70000f031000) INFO   position: 5267767516432147241133175245454661, score: 3
[00:00:00.090] (70000f031000) INFO   position: 52677675164321472411331752454546673, score: -3
[00:00:00.091] (70000f031000) INFO   position: 5267767516432147241133175245454667, score: 3
[00:00:00.091] (70000f031000) INFO   position: 526776751643214724113317524545466, score: -3
[00:00:00.091] (70000f031000) INFO   position: 52677675164321472411331752454546, score: 3
[00:00:00.091] (70000f031000) INFO   position: 52677675164321472411331752454541353, score: 3
[00:00:00.091] (70000f031000) INFO   position: 5267767516432147241133175245454135, score: -3
[00:00:00.091] (70000f031000) INFO   position: 526776751643214724113317524545413, score: -3
[00:00:00.091] (70000f031000) INFO   position: 52677675164321472411331752454541, score: 3
[00:00:00.091] (70000f031000) INFO   position: 52677675164321472411331752454547353, score: 3
[00:00:00.091] (70000f031000) INFO   position: 5267767516432147241133175245454735, score: -3
[00:00:00.091] (70000f031000) INFO   position: 526776751643214724113317524545473, score: -3
[00:00:00.092] (70000f031000) INFO   position: 52677675164321472411331752454547, score: 3
[00:00:00.092] (70000f031000) INFO   position: 5267767516432147241133175245454, score: -3
[00:00:00.092] (70000f031000) INFO   position: 526776751643214724113317524545, score: 3
[00:00:00.092] (70000f031000) INFO   position: 526776751643214724113317524542343, score: -3
[00:00:00.092] (70000f031000) INFO   position: 52677675164321472411331752454234, score: 3
[00:00:00.092] (70000f031000) INFO   position: 52677675164321472411331752454233435, score: 3
[00:00:00.092] (70000f031000) INFO   position: 5267767516432147241133175245423343, score: -3
[00:00:00.092] (70000f031000) INFO   position: 52677675164321472411331752454233423, score: -3
[00:00:00.093] (70000f031000) INFO   position: 5267767516432147241133175245423342, score: 3
[00:00:00.093] (70000f031000) INFO   position: 52677675164321472411331752454233466, score: -3
[00:00:00.093] (70000f031000) INFO   position: 5267767516432147241133175245423346, score: 3
[00:00:00.093] (70000f031000) INFO   position: 52677675164321472411331752454233413, score: -3
[00:00:00.093] (70000f031000) INFO   position: 5267767516432147241133175245423341, score: 3
[00:00:00.093] (70000f031000) INFO   position: 52677675164321472411331752454233473, score: -3
[00:00:00.093] (70000f031000) INFO   position: 5267767516432147241133175245423347, score: 3
[00:00:00.094] (70000f031000) INFO   position: 526776751643214724113317524542334, score: -3
[00:00:00.094] (70000f031000) INFO   position: 52677675164321472411331752454233, score: 3
[00:00:00.094] (70000f031000) INFO   position: 52677675164321472411331752454232433, score: -3
[00:00:00.094] (70000f031000) INFO   position: 5267767516432147241133175245423243, score: 3
[00:00:00.094] (70000f031000) INFO   position: 52677675164321472411331752454232466, score: -3
[00:00:00.094] (70000f031000) INFO   position: 5267767516432147241133175245423246, score: 3
[00:00:00.094] (70000f031000) INFO   position: 52677675164321472411331752454232413, score: -3
[00:00:00.095] (70000f031000) INFO   position: 5267767516432147241133175245423241, score: 3
[00:00:00.095] (70000f031000) INFO   position: 52677675164321472411331752454232473, score: -3
[00:00:00.095] (70000f031000) INFO   position: 5267767516432147241133175245423247, score: 3
[00:00:00.095] (70000f031000) INFO   position: 526776751643214724113317524542324, score: -3
[00:00:00.095] (70000f031000) INFO   position: 52677675164321472411331752454232, score: 3
[00:00:00.095] (70000f031000) INFO   position: 52677675164321472411331752454236643, score: 3
[00:00:00.095] (70000f031000) INFO   position: 5267767516432147241133175245423664, score: -3
[00:00:00.095] (70000f031000) INFO   position: 52677675164321472411331752454236634, score: -3
[00:00:00.095] (70000f031000) INFO   position: 5267767516432147241133175245423663, score: 3
[00:00:00.095] (70000f031000) INFO   position: 52677675164321472411331752454236624, score: -3
[00:00:00.096] (70000f031000) INFO   position: 5267767516432147241133175245423662, score: 3
[00:00:00.096] (70000f031000) INFO   position: 52677675164321472411331752454236664, score: -3
[00:00:00.096] (70000f031000) INFO   position: 5267767516432147241133175245423666, score: 3
[00:00:00.096] (70000f031000) INFO   position: 52677675164321472411331752454236614, score: -3
[00:00:00.096] (70000f031000) INFO   position: 5267767516432147241133175245423661, score: 3
[00:00:00.096] (70000f031000) INFO   position: 52677675164321472411331752454236674, score: -3
[00:00:00.096] (70000f031000) INFO   position: 5267767516432147241133175245423667, score: 3
[00:00:00.096] (70000f031000) INFO   position: 526776751643214724113317524542366, score: -3
[00:00:00.096] (70000f031000) INFO   position: 52677675164321472411331752454236, score: 3
[00:00:00.096] (70000f031000) INFO   position: 52677675164321472411331752454231433, score: -3
[00:00:00.097] (70000f031000) INFO   position: 5267767516432147241133175245423143, score: 3
[00:00:00.097] (70000f031000) INFO   position: 52677675164321472411331752454231423, score: -3
[00:00:00.097] (70000f031000) INFO   position: 5267767516432147241133175245423142, score: 3
[00:00:00.097] (70000f031000) INFO   position: 52677675164321472411331752454231466, score: -3
[00:00:00.097] (70000f031000) INFO   position: 5267767516432147241133175245423146, score: 3
[00:00:00.097] (70000f031000) INFO   position: 52677675164321472411331752454231473, score: -3
[00:00:00.097] (70000f031000) INFO   position: 5267767516432147241133175245423147, score: 3
[00:00:00.097] (70000f031000) INFO   position: 526776751643214724113317524542314, score: -3
[00:00:00.097] (70000f031000) INFO   position: 52677675164321472411331752454231, score: 3
[00:00:00.098] (70000f031000) INFO   position: 52677675164321472411331752454237433, score: -3
[00:00:00.098] (70000f031000) INFO   position: 5267767516432147241133175245423743, score: 3
[00:00:00.098] (70000f031000) INFO   position: 52677675164321472411331752454237423, score: -3
[00:00:00.098] (70000f031000) INFO   position: 5267767516432147241133175245423742, score: 3
[00:00:00.098] (70000f031000) INFO   position: 52677675164321472411331752454237466, score: -3
[00:00:00.098] (70000f031000) INFO   position: 5267767516432147241133175245423746, score: 3
[00:00:00.098] (70000f031000) INFO   position: 52677675164321472411331752454237413, score: -3
[00:00:00.098] (70000f031000) INFO   position: 5267767516432147241133175245423741, score: 3
[00:00:00.099] (70000f031000) INFO   position: 526776751643214724113317524542374, score: -3
[00:00:00.099] (70000f031000) INFO   position: 52677675164321472411331752454237, score: 3
[00:00:00.099] (70000f031000) INFO   position: 5267767516432147241133175245423, score: -3
[00:00:00.099] (70000f031000) INFO   position: 526776751643214724113317524542, score: 3
[00:00:00.099] (70000f031000) INFO   position: 526776751643214724113317524546643, score: -3
[00:00:00.099] (70000f031000) INFO   position: 52677675164321472411331752454664, score: 3
[00:00:00.099] (70000f031000) INFO   position: 52677675164321472411331752454663233, score: -3
[00:00:00.099] (70000f031000) INFO   position: 5267767516432147241133175245466323, score: 3
[00:00:00.099] (70000f031000) INFO   position: 526776751643214724113317524546632, score: -3
[00:00:00.099] (70000f031000) INFO   position: 52677675164321472411331752454663, score: 3
[00:00:00.100] (70000f031000) INFO   position: 526776751643214724113317524546654, score: -3
[00:00:00.100] (70000f031000) INFO   position: 52677675164321472411331752454665, score: 3
[00:00:00.100] (70000f031000) INFO   position: 526776751643214724113317524546623, score: -3
[00:00:00.100] (70000f031000) INFO   position: 52677675164321472411331752454662, score: 3
[00:00:00.100] (70000f031000) INFO   position: 52677675164321472411331752454666432, score: -3
[00:00:00.100] (70000f031000) INFO   position: 5267767516432147241133175245466643, score: 3
[00:00:00.100] (70000f031000) INFO   position: 52677675164321472411331752454666453, score: -3
[00:00:00.100] (70000f031000) INFO   position: 5267767516432147241133175245466645, score: 3
[00:00:00.100] (70000f031000) INFO   position: 52677675164321472411331752454666423, score: -3
[00:00:00.100] (70000f031000) INFO   position: 5267767516432147241133175245466642, score: 3
[00:00:00.101] (70000f031000) INFO   position: 52677675164321472411331752454666413, score: -3
[00:00:00.101] (70000f031000) INFO   position: 5267767516432147241133175245466641, score: 3
[00:00:00.101] (70000f031000) INFO   position: 52677675164321472411331752454666473, score: -3
[00:00:00.101] (70000f031000) INFO   position: 5267767516432147241133175245466647, score: 3
[00:00:00.101] (70000f031000) INFO   position: 526776751643214724113317524546664, score: -3
[00:00:00.101] (70000f031000) INFO   position: 52677675164321472411331752454666, score: 3
[00:00:00.101] (70000f031000) INFO   position: 52677675164321472411331752454661432, score: -3
[00:00:00.101] (70000f031000) INFO   position: 5267767516432147241133175245466143, score: 3
[00:00:00.101] (70000f031000) INFO   position: 52677675164321472411331752454661453, score: -3
[00:00:00.101] (70000f031000) INFO   position: 5267767516432147241133175245466145, score: 3
[00:00:00.102] (70000f031000) INFO   position: 52677675164321472411331752454661423, score: -3
[00:00:00.102] (70000f031000) INFO   position: 5267767516432147241133175245466142, score: 3
[00:00:00.102] (70000f031000) INFO   position: 52677675164321472411331752454661463, score: -3
[00:00:00.102] (70000f031000) INFO   position: 5267767516432147241133175245466146, score: 3
[00:00:00.102] (70000f031000) INFO   position: 52677675164321472411331752454661473, score: -3
[00:00:00.102] (70000f031000) INFO   position: 5267767516432147241133175245466147, score: 3
[00:00:00.102] (70000f031000) INFO   position: 526776751643214724113317524546614, score: -3
[00:00:00.102] (70000f031000) INFO   position: 52677675164321472411331752454661, score: 3
[00:00:00.102] (70000f031000) INFO   position: 52677675164321472411331752454667432, score: -3
[00:00:00.103] (70000f031000) INFO   position: 5267767516432147241133175245466743, score: 3
[00:00:00.103] (70000f031000) INFO   position: 52677675164321472411331752454667453, score: -3
[00:00:00.103] (70000f031000) INFO   position: 5267767516432147241133175245466745, score: 3
[00:00:00.103] (70000f031000) INFO   position: 52677675164321472411331752454667423, score: -3
[00:00:00.103] (70000f031000) INFO   position: 5267767516432147241133175245466742, score: 3
[00:00:00.103] (70000f031000) INFO   position: 52677675164321472411331752454667463, score: -3
[00:00:00.104] (70000f031000) INFO   position: 5267767516432147241133175245466746, score: 3
[00:00:00.104] (70000f031000) INFO   position: 52677675164321472411331752454667413, score: -3
[00:00:00.104] (70000f031000) INFO   position: 5267767516432147241133175245466741, score: 3
[00:00:00.104] (70000f031000) INFO   position: 526776751643214724113317524546674, score: -3
[00:00:00.104] (70000f031000) INFO   position: 52677675164321472411331752454667, score: 3
[00:00:00.104] (70000f031000) INFO   position: 5267767516432147241133175245466, score: -3
[00:00:00.104] (70000f031000) INFO   position: 526776751643214724113317524546, score: 3
[00:00:00.105] (70000f031000) INFO   position: 52677675164321472411331752454143233, score: -3
[00:00:00.105] (70000f031000) INFO   position: 5267767516432147241133175245414323, score: 3
[00:00:00.105] (70000f031000) INFO   position: 526776751643214724113317524541432, score: -3
[00:00:00.105] (70000f031000) INFO   position: 52677675164321472411331752454143, score: 3
[00:00:00.105] (70000f031000) INFO   position: 526776751643214724113317524541453, score: -3
[00:00:00.106] (70000f031000) INFO   position: 52677675164321472411331752454145, score: 3
[00:00:00.106] (70000f031000) INFO   position: 526776751643214724113317524541423, score: -3
[00:00:00.106] (70000f031000) INFO   position: 52677675164321472411331752454142, score: 3
[00:00:00.106] (70000f031000) INFO   position: 526776751643214724113317524541466, score: -3
[00:00:00.106] (70000f031000) INFO   position: 52677675164321472411331752454146, score: 3
[00:00:00.106] (70000f031000) INFO   position: 52677675164321472411331752454147333, score: -3
[00:00:00.106] (70000f031000) INFO   position: 5267767516432147241133175245414733, score: 3
[00:00:00.106] (70000f031000) INFO   position: 52677675164321472411331752454147323, score: -3
[00:00:00.107] (70000f031000) INFO   position: 5267767516432147241133175245414732, score: 3
[00:00:00.107] (70000f031000) INFO   position: 52677675164321472411331752454147366, score: -3
[00:00:00.107] (70000f031000) INFO   position: 5267767516432147241133175245414736, score: 3
[00:00:00.107] (70000f031000) INFO   position: 526776751643214724113317524541473, score: -3
[00:00:00.107] (70000f031000) INFO   position: 52677675164321472411331752454147, score: 3
[00:00:00.107] (70000f031000) INFO   position: 5267767516432147241133175245414, score: -3
[00:00:00.107] (70000f031000) INFO   position: 526776751643214724113317524541, score: 3
[00:00:00.107] (70000f031000) INFO   position: 52677675164321472411331752454743233, score: -3
[00:00:00.107] (70000f031000) INFO   position: 5267767516432147241133175245474323, score: 3
[00:00:00.108] (70000f031000) INFO   position: 526776751643214724113317524547432, score: -3
[00:00:00.108] (70000f031000) INFO   position: 52677675164321472411331752454743, score: 3
[00:00:00.108] (70000f031000) INFO   position: 526776751643214724113317524547453, score: -3
[00:00:00.108] (70000f031000) INFO   position: 52677675164321472411331752454745, score: 3
[00:00:00.108] (70000f031000) INFO   position: 526776751643214724113317524547423, score: -3
[00:00:00.108] (70000f031000) INFO   position: 52677675164321472411331752454742, score: 3
[00:00:00.108] (70000f031000) INFO   position: 526776751643214724113317524547466, score: -3
[00:00:00.108] (70000f031000) INFO   position: 52677675164321472411331752454746, score: 3
[00:00:00.109] (70000f031000) INFO   position: 526776751643214724113317524547413, score: -3
[00:00:00.109] (70000f031000) INFO   position: 52677675164321472411331752454741, score: 3
[00:00:00.109] (70000f031000) INFO   position: 5267767516432147241133175245474, score: -3
[00:00:00.109] (70000f031000) INFO   position: 526776751643214724113317524547, score: 3
[00:00:00.109] (70000f031000) INFO   position: 526776751643214724113317524544333255266, score: 0
[00:00:00.109] (70000f031000) INFO   position: 52677675164321472411331752454433325526, score: 0
[00:00:00.109] (70000f031000) INFO   position: 5267767516432147241133175245443332552, score: 0
[00:00:00.109] (70000f031000) INFO   position: 526776751643214724113317524544333255, score: 0
[00:00:00.110] (70000f031000) INFO   position: 52677675164321472411331752454433325, score: 0
[00:00:00.110] (70000f031000) INFO   position: 5267767516432147241133175245443332, score: 0
[00:00:00.110] (70000f031000) INFO   position: 526776751643214724113317524544333, score: 0
[00:00:00.110] (70000f031000) INFO   position: 52677675164321472411331752454433, score: 0
[00:00:00.110] (70000f031000) INFO   position: 5267767516432147241133175245443, score: 0
[00:00:00.110] (70000f031000) INFO   position: 526776751643214724113317524544, score: 0
[00:00:00.110] (70000f031000) INFO   position: 526776751643214724113317524544333255266, score: -1
[00:00:00.110] (70000f031000) INFO   position: 52677675164321472411331752454433325526, score: 1
[00:00:00.111] (70000f031000) INFO   position: 526776751643214724113317524544333255216, score: -1
[00:00:00.111] (70000f031000) INFO   position: 52677675164321472411331752454433325521, score: 1
[00:00:00.111] (70000f031000) INFO   position: 526776751643214724113317524544333255271, score: -1
[00:00:00.111] (70000f031000) INFO   position: 52677675164321472411331752454433325527, score: 1
[00:00:00.111] (70000f031000) INFO   position: 5267767516432147241133175245443332552, score: -1
[00:00:00.111] (70000f031000) INFO   position: 526776751643214724113317524544333255, score: 1
[00:00:00.111] (70000f031000) INFO   position: 52677675164321472411331752454433325, score: -1
[00:00:00.111] (70000f031000) INFO   position: 5267767516432147241133175245443332, score: 1
[00:00:00.111] (70000f031000) INFO   position: 526776751643214724113317524544333662552, score: -1
[00:00:00.111] (70000f031000) INFO   position: 52677675164321472411331752454433366255, score: 1
[00:00:00.112] (70000f031000) INFO   position: 5267767516432147241133175245443336625, score: -1
[00:00:00.112] (70000f031000) INFO   position: 526776751643214724113317524544333662, score: 1
[00:00:00.112] (70000f031000) INFO   position: 526776751643214724113317524544333666557, score: -1
[00:00:00.112] (70000f031000) INFO   position: 52677675164321472411331752454433366655, score: 1
[00:00:00.112] (70000f031000) INFO   position: 5267767516432147241133175245443336665, score: -1
[00:00:00.112] (70000f031000) INFO   position: 526776751643214724113317524544333666, score: 1
[00:00:00.112] (70000f031000) INFO   position: 526776751643214724113317524544333661552, score: -1
[00:00:00.112] (70000f031000) INFO   position: 52677675164321472411331752454433366155, score: 1
[00:00:00.112] (70000f031000) INFO   position: 5267767516432147241133175245443336615, score: -1
[00:00:00.112] (70000f031000) INFO   position: 526776751643214724113317524544333661, score: 1
[00:00:00.113] (70000f031000) INFO   position: 526776751643214724113317524544333667556, score: -1
[00:00:00.113] (70000f031000) INFO   position: 52677675164321472411331752454433366755, score: 1
[00:00:00.113] (70000f031000) INFO   position: 5267767516432147241133175245443336675, score: -1
[00:00:00.113] (70000f031000) INFO   position: 526776751643214724113317524544333667, score: 1
[00:00:00.113] (70000f031000) INFO   position: 52677675164321472411331752454433366, score: -1
[00:00:00.113] (70000f031000) INFO   position: 5267767516432147241133175245443336, score: 1
[00:00:00.113] (70000f031000) INFO   position: 526776751643214724113317524544333155226, score: -1
[00:00:00.113] (70000f031000) INFO   position: 52677675164321472411331752454433315522, score: 1
[00:00:00.113] (70000f031000) INFO   position: 526776751643214724113317524544333155266, score: -1
[00:00:00.113] (70000f031000) INFO   position: 52677675164321472411331752454433315526, score: 1
[00:00:00.114] (70000f031000) INFO   position: 526776751643214724113317524544333155272, score: -1
[00:00:00.114] (70000f031000) INFO   position: 52677675164321472411331752454433315527, score: 1
[00:00:00.114] (70000f031000) INFO   position: 5267767516432147241133175245443331552, score: -1
[00:00:00.114] (70000f031000) INFO   position: 526776751643214724113317524544333155, score: 1
[00:00:00.114] (70000f031000) INFO   position: 52677675164321472411331752454433315, score: -1
[00:00:00.114] (70000f031000) INFO   position: 5267767516432147241133175245443331, score: 1
[00:00:00.114] (70000f031000) INFO   position: 526776751643214724113317524544333755221, score: -1
